"","video","corpus","utt.num","speech.act","elicit.action","parent.exec","child.exec","action.has","event.start","event.end","Key","VerbOnset","age_months","age_group","is.imperative","age_scaled"
"234","A17","A",26,"interrogative",1,1,"1","1","76360","77720","A17,26","73.125377",18,19,"FALSE",3.79389711324944
"235","A17","A",27,"interrogative",1,1,"1","1","81280","84200","A17,27",NA,18,19,"FALSE",3.79389711324944
"236","A17","A",28,"interrogative",1,1,"1","1","81280","84200","A17,28",NA,18,19,"FALSE",3.79389711324944
"237","A17","A",32,"imperative",1,1,"1","1","90560","94800","A17,32","89.956177",18,19,"TRUE",3.79389711324944
"238","A17","A",38,"declarative",1,0,"1","1","98560","16953","A17,38",NA,18,19,"FALSE",3.79389711324944
"239","A17","A",47,"imperative",1,NA,".",NA,".",".","A17,47",NA,18,19,"TRUE",3.79389711324944
"240","A17","A",54,"interrogative",1,0,"0","0","","","A17,54","179.233062",18,19,"FALSE",3.79389711324944
"241","A17","A",55,"interrogative",1,0,"0","0","","","A17,55","182.094228",18,19,"FALSE",3.79389711324944
"242","A17","A",58,"interrogative",1,0,"0","0","","","A17,58","201.410829",18,19,"FALSE",3.79389711324944
"243","A17","A",58,"declarative",1,0,"0","0","","","A17,58","201.410829",18,19,"FALSE",3.79389711324944
"244","A17","A",61,"declarative",1,0,"1","1","219160","232440","A17,61",NA,18,19,"FALSE",3.79389711324944
"245","A17","A",63,"imperative",1,1,"1","1","239480","241360","A17,63","239.491642",18,19,"TRUE",3.79389711324944
"246","A17","A",65,"interrogative",1,1,"0","1","246800","248240","A17,65","244.694415",18,19,"FALSE",3.79389711324944
"247","A17","A",70,"declarative",1,1,"0","1","270640","281823","A17,70",NA,18,19,"FALSE",3.79389711324944
"248","A17","A",71,"declarative",1,1,"0","1","270640","284310","A17,71",NA,18,19,"FALSE",3.79389711324944
"249","A17","A",78,"declarative",1,1,"0","1","306640","310240","A17,78",NA,18,19,"FALSE",3.79389711324944
"250","A17","A",84,"declarative",1,1,"0","1","304760","322520","A17,84",NA,18,19,"FALSE",3.79389711324944
"251","A17","A",86,"declarative",1,1,"0","1","311000","322640","A17,86",NA,18,19,"FALSE",3.79389711324944
"252","A17","A",87,"interrogative",1,1,"0","1","328480","329400","A17,87",NA,18,19,"FALSE",3.79389711324944
"253","A17","A",93,"interrogative",1,0,"0","1","341840","342720","A17,93","339.428059",18,19,"FALSE",3.79389711324944
"254","A17","A",95,"imperative",1,0,"0","1","348960","349360","A17,95","343.804812",18,19,"TRUE",3.79389711324944
"255","A17","A",97,"imperative",1,0,"1","1","354730","355840","A17,97","351.352555",18,19,"TRUE",3.79389711324944
"256","A17","A",106,"interrogative",1,0,"1","1","381320","382160","A17,106","380.150094",18,19,"FALSE",3.79389711324944
"257","A17","A",108,"interrogative",1,0,"1","1","385360","388658","A17,108","385.320665",18,19,"FALSE",3.79389711324944
"258","A17","A",109,"interrogative",1,1,"1","1","390880","395880","A17,109","389.302433",18,19,"FALSE",3.79389711324944
"259","A17","A",111,"interrogative",1,1,"1","1","403120","408118","A17,111","396.624473",18,19,"FALSE",3.79389711324944
"260","A17","A",116,"interrogative",1,0,"1","1","414320","418120","A17,116","411.762104",18,19,"FALSE",3.79389711324944
